experiment_name,experiment_kind,job_id,sweep_index,replication,metric_name,metric_value,units,estimator,status,warning_code,confidence_interval_lower,confidence_interval_upper,max_kl_bits,baseline_mode,grid_resolution,symbol_index
detectability_frontier,detectability_frontier,c8f217efa09e,16,,optimizer_accepted,1.0,boolean,exact,complete,,,,0.75,input_distribution,,
detectability_frontier,detectability_frontier,c8f217efa09e,16,,optimizer_converged,1.0,boolean,exact,complete,,,,0.75,input_distribution,,
detectability_frontier,detectability_frontier,c8f217efa09e,16,,optimizer_feasible,1.0,boolean,exact,complete,,,,0.75,input_distribution,,
detectability_frontier,detectability_frontier,918e4903c22d,16,,optimizer_grid_difference,0.0,bits_per_symbol,binary_grid_validation,complete,,,,0.75,input_distribution,1001.0,
detectability_frontier,detectability_frontier,c8f217efa09e,16,,optimizer_iterations,10001.0,iterations,exact,complete,,,,0.75,input_distribution,,
detectability_frontier,detectability_frontier,9c6f43de34a4,17,,achieved_kl_bits,0.1840408328537561,bits,slsqp,complete,,,,0.9,input_distribution,,
detectability_frontier,detectability_frontier,9c6f43de34a4,17,,constrained_capacity_bits_per_symbol,0.15780989932970252,bits_per_symbol,slsqp,complete,,,,0.9,input_distribution,,
detectability_frontier,detectability_frontier,46a13f40956c,17,,grid_best_capacity,0.15780989932970252,bits_per_symbol,binary_grid_validation,complete,,,,0.9,input_distribution,1001.0,
detectability_frontier,detectability_frontier,9c6f43de34a4,17,,mean_delay,0.5,normalized_time,slsqp,complete,,,,0.9,input_distribution,,
detectability_frontier,detectability_frontier,ee5a2f92cc5c,17,,optimal_input_probability,0.5,probability,exact,complete,,,,0.9,input_distribution,,0.0
detectability_frontier,detectability_frontier,b969927cd25b,17,,optimal_input_probability,0.5,probability,exact,complete,,,,0.9,input_distribution,,1.0
detectability_frontier,detectability_frontier,ee4ca01dbd7c,17,,optimizer_accepted,1.0,boolean,exact,complete,,,,0.9,input_distribution,,
detectability_frontier,detectability_frontier,ee4ca01dbd7c,17,,optimizer_converged,1.0,boolean,exact,complete,,,,0.9,input_distribution,,
detectability_frontier,detectability_frontier,ee4ca01dbd7c,17,,optimizer_feasible,1.0,boolean,exact,complete,,,,0.9,input_distribution,,
detectability_frontier,detectability_frontier,46a13f40956c,17,,optimizer_grid_difference,0.0,bits_per_symbol,binary_grid_validation,complete,,,,0.9,input_distribution,1001.0,
detectability_frontier,detectability_frontier,ee4ca01dbd7c,17,,optimizer_iterations,10001.0,iterations,exact,complete,,,,0.9,input_distribution,,
detectability_frontier,detectability_frontier,f02cc41d02ee,18,,achieved_kl_bits,0.1840408328537561,bits,slsqp,complete,,,,1.1,input_distribution,,
detectability_frontier,detectability_frontier,f02cc41d02ee,18,,constrained_capacity_bits_per_symbol,0.15780989932970252,bits_per_symbol,slsqp,complete,,,,1.1,input_distribution,,
detectability_frontier,detectability_frontier,a53df781d99e,18,,grid_best_capacity,0.15780989932970252,bits_per_symbol,binary_grid_validation,complete,,,,1.1,input_distribution,1001.0,
detectability_frontier,detectability_frontier,f02cc41d02ee,18,,mean_delay,0.5,normalized_time,slsqp,complete,,,,1.1,input_distribution,,
detectability_frontier,detectability_frontier,b34d05f39fec,18,,optimal_input_probability,0.5,probability,exact,complete,,,,1.1,input_distribution,,0.0
detectability_frontier,detectability_frontier,491049330e4e,18,,optimal_input_probability,0.5,probability,exact,complete,,,,1.1,input_distribution,,1.0
detectability_frontier,detectability_frontier,3c23a1685bfa,18,,optimizer_accepted,1.0,boolean,exact,complete,,,,1.1,input_distribution,,
detectability_frontier,detectability_frontier,3c23a1685bfa,18,,optimizer_converged,1.0,boolean,exact,complete,,,,1.1,input_distribution,,
detectability_frontier,detectability_frontier,3c23a1685bfa,18,,optimizer_feasible,1.0,boolean,exact,complete,,,,1.1,input_distribution,,
detectability_frontier,detectability_frontier,a53df781d99e,18,,optimizer_grid_difference,0.0,bits_per_symbol,binary_grid_validation,complete,,,,1.1,input_distribution,1001.0,
detectability_frontier,detectability_frontier,3c23a1685bfa,18,,optimizer_iterations,10001.0,iterations,exact,complete,,,,1.1,input_distribution,,
detectability_frontier,detectability_frontier,72294f57b704,19,,achieved_kl_bits,0.1840408328537561,bits,slsqp,complete,,,,1.5,input_distribution,,
detectability_frontier,detectability_frontier,72294f57b704,19,,constrained_capacity_bits_per_symbol,0.15780989932970252,bits_per_symbol,slsqp,complete,,,,1.5,input_distribution,,
detectability_frontier,detectability_frontier,f6864befd76e,19,,grid_best_capacity,0.15780989932970252,bits_per_symbol,binary_grid_validation,complete,,,,1.5,input_distribution,1001.0,
detectability_frontier,detectability_frontier,72294f57b704,19,,mean_delay,0.5,normalized_time,slsqp,complete,,,,1.5,input_distribution,,
detectability_frontier,detectability_frontier,c4f695ebca87,19,,optimal_input_probability,0.5,probability,exact,complete,,,,1.5,input_distribution,,0.0
detectability_frontier,detectability_frontier,889d6ff4bcb9,19,,optimal_input_probability,0.5,probability,exact,complete,,,,1.5,input_distribution,,1.0
detectability_frontier,detectability_frontier,8214976382a1,19,,optimizer_accepted,1.0,boolean,exact,complete,,,,1.5,input_distribution,,
detectability_frontier,detectability_frontier,8214976382a1,19,,optimizer_converged,1.0,boolean,exact,complete,,,,1.5,input_distribution,,
detectability_frontier,detectability_frontier,8214976382a1,19,,optimizer_feasible,1.0,boolean,exact,complete,,,,1.5,input_distribution,,
detectability_frontier,detectability_frontier,f6864befd76e,19,,optimizer_grid_difference,0.0,bits_per_symbol,binary_grid_validation,complete,,,,1.5,input_distribution,1001.0,
detectability_frontier,detectability_frontier,8214976382a1,19,,optimizer_iterations,10001.0,iterations,exact,complete,,,,1.5,input_distribution,,
